benchmark,family,item_id,target_act,target_source
mathtutorbench_scaffolding,standard,scaffolding-630,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-631,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-632,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-633,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-634,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-635,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-636,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-637,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-638,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-639,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-640,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-641,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-642,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-643,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-644,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-645,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-646,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-647,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-648,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-649,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-650,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-651,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-652,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-653,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-654,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-655,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-656,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-657,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-658,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-659,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-660,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-661,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-662,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-663,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-664,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-665,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-666,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-667,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-668,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-669,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-670,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-671,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-672,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-673,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-674,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-675,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-676,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-677,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-678,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-679,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-680,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-681,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-682,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-683,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-684,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-685,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-686,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-687,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-688,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-689,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-690,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-691,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-692,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-693,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-694,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-695,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-696,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-697,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-698,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-699,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-700,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-701,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-702,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-703,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-704,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-705,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-706,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-707,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-708,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-709,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-710,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-711,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-712,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-713,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-714,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-715,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-716,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-717,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-718,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-719,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-720,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-721,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-722,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-723,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-724,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-725,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-726,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-727,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-728,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-729,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-730,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-731,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-732,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-733,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-734,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-735,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-736,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-737,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-738,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-739,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-740,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-741,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-742,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-743,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-744,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-745,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-746,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-747,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-748,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-749,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-750,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-751,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-752,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-753,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-754,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-755,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-756,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-757,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-758,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-759,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-760,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-761,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-762,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-763,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-764,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-765,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-766,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-767,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-768,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-769,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-770,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-771,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-772,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-773,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-774,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-775,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-776,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-777,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-778,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-779,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-780,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-781,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-782,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-783,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-784,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-785,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-786,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-787,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-788,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-789,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-790,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-791,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-792,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-793,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-794,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-795,,ambiguous
mathtutorbench_scaffolding,standard,scaffolding-796,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-797,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-798,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-799,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-800,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-801,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-802,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-803,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-804,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-805,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-806,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-807,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-808,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-809,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-810,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-811,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-812,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-813,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-814,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-815,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-816,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-817,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-818,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-819,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-820,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-821,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-822,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-823,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-824,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-825,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-826,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-827,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-828,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-829,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-830,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-831,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-832,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-833,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-834,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-835,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-836,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-837,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-838,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-839,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-840,,ambiguous
mathtutorbench_scaffolding,standard,scaffolding-841,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-842,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-843,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-844,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-845,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-846,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-847,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-848,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-849,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-850,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-851,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-852,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-853,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-854,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-855,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-856,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-857,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-858,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-859,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-860,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-861,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-862,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-863,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-864,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-865,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-866,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-867,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-868,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-869,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-870,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-871,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-872,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-873,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-874,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-875,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-876,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-877,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-878,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-879,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-880,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-881,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-882,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-883,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-884,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-885,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-886,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-887,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-888,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-889,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-890,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-891,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-892,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-893,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-894,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-895,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-896,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-897,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-898,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-899,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-900,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-901,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-902,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-903,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-904,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-905,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-906,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-907,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-908,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-909,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-910,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-911,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-912,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-913,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-914,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-915,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-916,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-917,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-918,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-919,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-920,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-921,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-922,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-923,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-924,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-925,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-926,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-927,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-928,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-929,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-930,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-931,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-932,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-933,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-934,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-935,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-936,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-937,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-938,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-939,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-940,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-941,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-942,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-943,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-944,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-945,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-946,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-947,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-948,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-949,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-950,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-951,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-952,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-953,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-954,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-955,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-956,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-957,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-958,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-959,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-960,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-961,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-962,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-963,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-964,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-965,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-966,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-967,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-968,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-969,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-970,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-971,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-972,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-973,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-974,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-975,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-976,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-977,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-978,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-979,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-980,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-981,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-982,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-983,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-984,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-985,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-986,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-987,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-988,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-989,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-990,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-991,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-992,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-993,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-994,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-995,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-996,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-997,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-998,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-999,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-1000,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-1001,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-1002,,unmatched
mathtutorbench_scaffolding,standard,scaffolding-1003,,unmatched
mathtutorbench_scaffolding,standard,scaffolding-1004,,unmatched
mathtutorbench_scaffolding,standard,scaffolding-1005,,unmatched
mathtutorbench_scaffolding,standard,scaffolding-1006,,unmatched
mathtutorbench_scaffolding,standard,scaffolding-1007,,unmatched
mathtutorbench_scaffolding,standard,scaffolding-1008,,unmatched
