classifier_variant,sample_id,context_id,target_act,arm,model,predicted_act,act_match,response_sha256
hybrid_svm,routing-v1|scaffolding-338|generic,scaffolding-338,probing,generic,doubao-seed-2.0-lite,focus,0,933fb519cf71d26f65a4d3fa373e8d6260a8fe98af5875f182dbdb4fbe004c07
char_svm,routing-v1|scaffolding-338|generic,scaffolding-338,probing,generic,glm-5.2,focus,0,ecd8664948d71ee87ed901e1822e5c290801758c7bb98ec7e6aefd92057c4efa
word_svm,routing-v1|scaffolding-338|generic,scaffolding-338,probing,generic,glm-5.2,focus,0,ecd8664948d71ee87ed901e1822e5c290801758c7bb98ec7e6aefd92057c4efa
hybrid_svm,routing-v1|scaffolding-338|generic,scaffolding-338,probing,generic,glm-5.2,telling,0,ecd8664948d71ee87ed901e1822e5c290801758c7bb98ec7e6aefd92057c4efa
char_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,MiniMax-M2.7,focus,0,3e42c47951ec92c30c07783447d59362fb4f02a91b89f1cdc1e9817a2c4af886
word_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,MiniMax-M2.7,focus,0,3e42c47951ec92c30c07783447d59362fb4f02a91b89f1cdc1e9817a2c4af886
hybrid_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,MiniMax-M2.7,focus,0,3e42c47951ec92c30c07783447d59362fb4f02a91b89f1cdc1e9817a2c4af886
char_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,MiniMax-M3,focus,0,72cfa8495a3d8250ffdd1c48d5da380b5ffbb77c3b7d03cbd3e7a581ce0f892f
word_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,MiniMax-M3,focus,0,72cfa8495a3d8250ffdd1c48d5da380b5ffbb77c3b7d03cbd3e7a581ce0f892f
hybrid_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,MiniMax-M3,focus,0,72cfa8495a3d8250ffdd1c48d5da380b5ffbb77c3b7d03cbd3e7a581ce0f892f
char_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,deepseek-v4-pro,focus,0,a29111bbe7fbd614943213bc1eea9ee091982faff67f691c88f48d2a5c21cb72
word_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,deepseek-v4-pro,focus,0,a29111bbe7fbd614943213bc1eea9ee091982faff67f691c88f48d2a5c21cb72
hybrid_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,deepseek-v4-pro,focus,0,a29111bbe7fbd614943213bc1eea9ee091982faff67f691c88f48d2a5c21cb72
char_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,doubao-seed-2.0-lite,telling,0,4488ce69189022a37ad6c50d29600838747964a4fc99a33a141287b17fac6720
word_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,doubao-seed-2.0-lite,telling,0,4488ce69189022a37ad6c50d29600838747964a4fc99a33a141287b17fac6720
hybrid_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,doubao-seed-2.0-lite,telling,0,4488ce69189022a37ad6c50d29600838747964a4fc99a33a141287b17fac6720
char_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,glm-5.2,focus,0,0b9c5735991a11d66f2f19ccf8f014c0949faeb596a14f8e335f10549e0eeda2
word_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,glm-5.2,probing,1,0b9c5735991a11d66f2f19ccf8f014c0949faeb596a14f8e335f10549e0eeda2
hybrid_svm,routing-v1|scaffolding-338|oracle_action,scaffolding-338,probing,oracle_action,glm-5.2,probing,1,0b9c5735991a11d66f2f19ccf8f014c0949faeb596a14f8e335f10549e0eeda2
char_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,MiniMax-M2.7,focus,0,bd17528e87a9042504125beba30fc7ea91909ce6f5c6ca3ce91ea52ed5b81284
word_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,MiniMax-M2.7,focus,0,bd17528e87a9042504125beba30fc7ea91909ce6f5c6ca3ce91ea52ed5b81284
hybrid_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,MiniMax-M2.7,focus,0,bd17528e87a9042504125beba30fc7ea91909ce6f5c6ca3ce91ea52ed5b81284
char_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,MiniMax-M3,focus,0,90623265a6e456f08760d80e566734da7553819278ca71b1faf487f37d031751
word_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,MiniMax-M3,probing,1,90623265a6e456f08760d80e566734da7553819278ca71b1faf487f37d031751
hybrid_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,MiniMax-M3,focus,0,90623265a6e456f08760d80e566734da7553819278ca71b1faf487f37d031751
char_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,deepseek-v4-pro,telling,0,b8bff609fce4d966618561ba94f65dde43d25355bc83de75feb168f2272f4e0b
word_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,deepseek-v4-pro,telling,0,b8bff609fce4d966618561ba94f65dde43d25355bc83de75feb168f2272f4e0b
hybrid_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,deepseek-v4-pro,telling,0,b8bff609fce4d966618561ba94f65dde43d25355bc83de75feb168f2272f4e0b
char_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,b1c90d8e3d339c6889616f9ec5f8b0d3a83e5cf2aea3747d5451917c8e5a2e62
word_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,b1c90d8e3d339c6889616f9ec5f8b0d3a83e5cf2aea3747d5451917c8e5a2e62
hybrid_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,b1c90d8e3d339c6889616f9ec5f8b0d3a83e5cf2aea3747d5451917c8e5a2e62
char_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,glm-5.2,focus,0,fd17d54ecaadb3d3382435e13134632f1438064d1dcb98d69be2cd642b8f215f
word_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,glm-5.2,focus,0,fd17d54ecaadb3d3382435e13134632f1438064d1dcb98d69be2cd642b8f215f
hybrid_svm,routing-v1|scaffolding-338|uniform_scaffold,scaffolding-338,probing,uniform_scaffold,glm-5.2,focus,0,fd17d54ecaadb3d3382435e13134632f1438064d1dcb98d69be2cd642b8f215f
char_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,MiniMax-M2.7,probing,1,deb55225341b36d45e68193cf2c234327fe0fe67e5b3ceddc7f0c368d13920a0
word_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,MiniMax-M2.7,focus,0,deb55225341b36d45e68193cf2c234327fe0fe67e5b3ceddc7f0c368d13920a0
hybrid_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,MiniMax-M2.7,focus,0,deb55225341b36d45e68193cf2c234327fe0fe67e5b3ceddc7f0c368d13920a0
char_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,MiniMax-M3,probing,1,b7f04575df51a89f38e7d8b8b786e8e59ed46a9b70f3c4bfa7e07f040abab06f
word_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,MiniMax-M3,focus,0,b7f04575df51a89f38e7d8b8b786e8e59ed46a9b70f3c4bfa7e07f040abab06f
hybrid_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,MiniMax-M3,focus,0,b7f04575df51a89f38e7d8b8b786e8e59ed46a9b70f3c4bfa7e07f040abab06f
char_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,deepseek-v4-pro,probing,1,6d5307a715ada628549db75ffe1deb16b18b8891a06d44b458b4217d55b0d9c2
word_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,deepseek-v4-pro,probing,1,6d5307a715ada628549db75ffe1deb16b18b8891a06d44b458b4217d55b0d9c2
hybrid_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,deepseek-v4-pro,probing,1,6d5307a715ada628549db75ffe1deb16b18b8891a06d44b458b4217d55b0d9c2
char_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,8330140ce451699e3209df859f46add6bcb0a2bf6098e1e9b7f92eada4ff8745
word_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,8330140ce451699e3209df859f46add6bcb0a2bf6098e1e9b7f92eada4ff8745
hybrid_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,8330140ce451699e3209df859f46add6bcb0a2bf6098e1e9b7f92eada4ff8745
char_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,glm-5.2,probing,1,fda6a75255de91ca9281554099e03b68d29138f1e425b9d3ed627e603ddf79e1
word_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,glm-5.2,focus,0,fda6a75255de91ca9281554099e03b68d29138f1e425b9d3ed627e603ddf79e1
hybrid_svm,routing-v1|scaffolding-363|adaptive_router,scaffolding-363,probing,adaptive_router,glm-5.2,focus,0,fda6a75255de91ca9281554099e03b68d29138f1e425b9d3ed627e603ddf79e1
char_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,MiniMax-M2.7,telling,0,eeccbe6975f460ae33d86bbab3fa5798120be35da59d397ab2875605c9319643
word_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,MiniMax-M2.7,probing,1,eeccbe6975f460ae33d86bbab3fa5798120be35da59d397ab2875605c9319643
hybrid_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,MiniMax-M2.7,telling,0,eeccbe6975f460ae33d86bbab3fa5798120be35da59d397ab2875605c9319643
char_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,MiniMax-M3,telling,0,8c9414bd04183e9bba271f738c0287063546adb2ecce694f616d726126167d99
word_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,MiniMax-M3,probing,1,8c9414bd04183e9bba271f738c0287063546adb2ecce694f616d726126167d99
hybrid_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,MiniMax-M3,telling,0,8c9414bd04183e9bba271f738c0287063546adb2ecce694f616d726126167d99
char_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,deepseek-v4-pro,probing,1,a4b0552c741e61726cb1cdf7761b5a1dbb1c23643ccebe86c4ebb3321bb80046
word_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,deepseek-v4-pro,focus,0,a4b0552c741e61726cb1cdf7761b5a1dbb1c23643ccebe86c4ebb3321bb80046
hybrid_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,deepseek-v4-pro,focus,0,a4b0552c741e61726cb1cdf7761b5a1dbb1c23643ccebe86c4ebb3321bb80046
char_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,doubao-seed-2.0-lite,probing,1,1d991fd811d0cde3b2ae0f441d2f8694be8789a5131b7956ea0e12f7564dce03
word_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,doubao-seed-2.0-lite,probing,1,1d991fd811d0cde3b2ae0f441d2f8694be8789a5131b7956ea0e12f7564dce03
hybrid_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,doubao-seed-2.0-lite,probing,1,1d991fd811d0cde3b2ae0f441d2f8694be8789a5131b7956ea0e12f7564dce03
char_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,glm-5.2,focus,0,7f3dd602a904a03fd871b9ceae5607992d69bda0c84583e0d317fedda48e0e11
word_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,glm-5.2,telling,0,7f3dd602a904a03fd871b9ceae5607992d69bda0c84583e0d317fedda48e0e11
hybrid_svm,routing-v1|scaffolding-363|generic,scaffolding-363,probing,generic,glm-5.2,focus,0,7f3dd602a904a03fd871b9ceae5607992d69bda0c84583e0d317fedda48e0e11
char_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,MiniMax-M2.7,probing,1,9869d175d911962ddc6ffd13da5f8f874054d9fc5f77f480b1139a1351aaeda9
word_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,MiniMax-M2.7,focus,0,9869d175d911962ddc6ffd13da5f8f874054d9fc5f77f480b1139a1351aaeda9
hybrid_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,MiniMax-M2.7,focus,0,9869d175d911962ddc6ffd13da5f8f874054d9fc5f77f480b1139a1351aaeda9
char_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,MiniMax-M3,probing,1,6f58eb8a5548bdb0ce89389b385b1f6e90b626be05a34086b4a41e7c930dfc3b
word_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,MiniMax-M3,focus,0,6f58eb8a5548bdb0ce89389b385b1f6e90b626be05a34086b4a41e7c930dfc3b
hybrid_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,MiniMax-M3,probing,1,6f58eb8a5548bdb0ce89389b385b1f6e90b626be05a34086b4a41e7c930dfc3b
char_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,deepseek-v4-pro,probing,1,d4d62796db6cea6a05055a709bc2dbbfa08c3f1450b76d842cf33dceada907fd
word_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,deepseek-v4-pro,probing,1,d4d62796db6cea6a05055a709bc2dbbfa08c3f1450b76d842cf33dceada907fd
hybrid_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,deepseek-v4-pro,probing,1,d4d62796db6cea6a05055a709bc2dbbfa08c3f1450b76d842cf33dceada907fd
char_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,doubao-seed-2.0-lite,probing,1,e91cc8e4f8f65be1892673faa6b65ff58ebf39ad6c8908265e704fda19c86db3
word_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,doubao-seed-2.0-lite,focus,0,e91cc8e4f8f65be1892673faa6b65ff58ebf39ad6c8908265e704fda19c86db3
hybrid_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,doubao-seed-2.0-lite,probing,1,e91cc8e4f8f65be1892673faa6b65ff58ebf39ad6c8908265e704fda19c86db3
char_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,glm-5.2,probing,1,96c562aeccbb6e92d6dabf21d4c91585898c718dc518b99b4cbf75c88d5fc0e9
word_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,glm-5.2,probing,1,96c562aeccbb6e92d6dabf21d4c91585898c718dc518b99b4cbf75c88d5fc0e9
hybrid_svm,routing-v1|scaffolding-363|oracle_action,scaffolding-363,probing,oracle_action,glm-5.2,probing,1,96c562aeccbb6e92d6dabf21d4c91585898c718dc518b99b4cbf75c88d5fc0e9
char_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,MiniMax-M2.7,probing,1,b73059f776a668169acee54d4301d3eeb9a25c65f242551d45930d8d52388657
word_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,MiniMax-M2.7,probing,1,b73059f776a668169acee54d4301d3eeb9a25c65f242551d45930d8d52388657
hybrid_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,MiniMax-M2.7,probing,1,b73059f776a668169acee54d4301d3eeb9a25c65f242551d45930d8d52388657
char_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,MiniMax-M3,probing,1,788b6b18dfe275b3e528bce376fcf4c76ce2ac2b58cdf9d2588924d012df263c
word_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,MiniMax-M3,probing,1,788b6b18dfe275b3e528bce376fcf4c76ce2ac2b58cdf9d2588924d012df263c
hybrid_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,MiniMax-M3,probing,1,788b6b18dfe275b3e528bce376fcf4c76ce2ac2b58cdf9d2588924d012df263c
char_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,deepseek-v4-pro,probing,1,aff9834cc6600384709b855f11a88e1422890e1eb50774e401b731bf52171dc8
word_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,deepseek-v4-pro,focus,0,aff9834cc6600384709b855f11a88e1422890e1eb50774e401b731bf52171dc8
hybrid_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,deepseek-v4-pro,focus,0,aff9834cc6600384709b855f11a88e1422890e1eb50774e401b731bf52171dc8
char_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,2d38606b96c8485cef7e4ade05243dec56af26af64b2874a4fc37617bcbe8a66
word_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,2d38606b96c8485cef7e4ade05243dec56af26af64b2874a4fc37617bcbe8a66
hybrid_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,2d38606b96c8485cef7e4ade05243dec56af26af64b2874a4fc37617bcbe8a66
char_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,glm-5.2,probing,1,11145ee25a1541ba5b0f240f1f9cf510f83399249fe4683c95ee81fc57842b36
word_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,glm-5.2,probing,1,11145ee25a1541ba5b0f240f1f9cf510f83399249fe4683c95ee81fc57842b36
hybrid_svm,routing-v1|scaffolding-363|uniform_scaffold,scaffolding-363,probing,uniform_scaffold,glm-5.2,probing,1,11145ee25a1541ba5b0f240f1f9cf510f83399249fe4683c95ee81fc57842b36
char_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,MiniMax-M2.7,telling,0,5a360b169ad476724dffffbebfa8329f315c53dc604e1a4d9cc6f2c96d0b3c8d
word_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,MiniMax-M2.7,probing,1,5a360b169ad476724dffffbebfa8329f315c53dc604e1a4d9cc6f2c96d0b3c8d
hybrid_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,MiniMax-M2.7,telling,0,5a360b169ad476724dffffbebfa8329f315c53dc604e1a4d9cc6f2c96d0b3c8d
char_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,MiniMax-M3,telling,0,86db64434bbeb1ab86fdf0a50713fafdf92e7b923d6308ad7dbe6057514d4517
word_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,MiniMax-M3,probing,1,86db64434bbeb1ab86fdf0a50713fafdf92e7b923d6308ad7dbe6057514d4517
hybrid_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,MiniMax-M3,telling,0,86db64434bbeb1ab86fdf0a50713fafdf92e7b923d6308ad7dbe6057514d4517
char_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,deepseek-v4-pro,focus,0,79920c397a57e0c22a932536308e255597c5e83ac1eb8f53d366d7f7eb1d24bb
word_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,deepseek-v4-pro,probing,1,79920c397a57e0c22a932536308e255597c5e83ac1eb8f53d366d7f7eb1d24bb
hybrid_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,deepseek-v4-pro,focus,0,79920c397a57e0c22a932536308e255597c5e83ac1eb8f53d366d7f7eb1d24bb
char_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,585b56e14bc5adf808daf425ad9f06e05d576655ec3cc653e9fb6de297cb3649
word_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,585b56e14bc5adf808daf425ad9f06e05d576655ec3cc653e9fb6de297cb3649
hybrid_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,585b56e14bc5adf808daf425ad9f06e05d576655ec3cc653e9fb6de297cb3649
char_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,glm-5.2,probing,1,7c0bb2df4aaa866056da5a4c4b68593737ad1ed384ef2da56ace0a38f8ca5701
word_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,glm-5.2,focus,0,7c0bb2df4aaa866056da5a4c4b68593737ad1ed384ef2da56ace0a38f8ca5701
hybrid_svm,routing-v1|scaffolding-446|adaptive_router,scaffolding-446,probing,adaptive_router,glm-5.2,probing,1,7c0bb2df4aaa866056da5a4c4b68593737ad1ed384ef2da56ace0a38f8ca5701
char_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,MiniMax-M2.7,telling,0,641797f5ef162d1face7478ef654ad36c07a97d4eaed098e99c8840c67107156
word_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,MiniMax-M2.7,telling,0,641797f5ef162d1face7478ef654ad36c07a97d4eaed098e99c8840c67107156
hybrid_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,MiniMax-M2.7,telling,0,641797f5ef162d1face7478ef654ad36c07a97d4eaed098e99c8840c67107156
char_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,MiniMax-M3,probing,1,3082dabdac537a8ff49663684ea1e413379272ae44d863379bb24cf12ea1d440
word_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,MiniMax-M3,telling,0,3082dabdac537a8ff49663684ea1e413379272ae44d863379bb24cf12ea1d440
hybrid_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,MiniMax-M3,telling,0,3082dabdac537a8ff49663684ea1e413379272ae44d863379bb24cf12ea1d440
char_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,deepseek-v4-pro,telling,0,eca0ef9e8ed014cf6cddc5cde5bd782977ae15c153731f2772d8fba5718cc7f5
word_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,deepseek-v4-pro,probing,1,eca0ef9e8ed014cf6cddc5cde5bd782977ae15c153731f2772d8fba5718cc7f5
hybrid_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,deepseek-v4-pro,probing,1,eca0ef9e8ed014cf6cddc5cde5bd782977ae15c153731f2772d8fba5718cc7f5
char_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,doubao-seed-2.0-lite,telling,0,3d353bb31f8e21e655e31e85cca78fc5a00a7d8d8996bd31fa83e9f02b48b776
word_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,doubao-seed-2.0-lite,telling,0,3d353bb31f8e21e655e31e85cca78fc5a00a7d8d8996bd31fa83e9f02b48b776
hybrid_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,doubao-seed-2.0-lite,telling,0,3d353bb31f8e21e655e31e85cca78fc5a00a7d8d8996bd31fa83e9f02b48b776
char_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,glm-5.2,probing,1,10c2e786fde0da76c41fa86ab81f5957c94c0a171a52cefc380ef5a1aebdfd60
word_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,glm-5.2,probing,1,10c2e786fde0da76c41fa86ab81f5957c94c0a171a52cefc380ef5a1aebdfd60
hybrid_svm,routing-v1|scaffolding-446|generic,scaffolding-446,probing,generic,glm-5.2,probing,1,10c2e786fde0da76c41fa86ab81f5957c94c0a171a52cefc380ef5a1aebdfd60
char_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,MiniMax-M2.7,probing,1,7f46ccd0181b9b541c198c5e8612593440857b87df1422acb6b405864b642b10
word_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,MiniMax-M2.7,probing,1,7f46ccd0181b9b541c198c5e8612593440857b87df1422acb6b405864b642b10
hybrid_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,MiniMax-M2.7,probing,1,7f46ccd0181b9b541c198c5e8612593440857b87df1422acb6b405864b642b10
char_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,MiniMax-M3,probing,1,80784736ada9fb0e4c122346544f57ebc4852ba4357442a3d21a0fd32280f75b
word_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,MiniMax-M3,probing,1,80784736ada9fb0e4c122346544f57ebc4852ba4357442a3d21a0fd32280f75b
hybrid_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,MiniMax-M3,probing,1,80784736ada9fb0e4c122346544f57ebc4852ba4357442a3d21a0fd32280f75b
char_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,deepseek-v4-pro,probing,1,9b3cb5190f7462a0d5067abf1559ad42adbed3ff5d89c022f09c09e20fa90e65
word_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,deepseek-v4-pro,telling,0,9b3cb5190f7462a0d5067abf1559ad42adbed3ff5d89c022f09c09e20fa90e65
hybrid_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,deepseek-v4-pro,telling,0,9b3cb5190f7462a0d5067abf1559ad42adbed3ff5d89c022f09c09e20fa90e65
char_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,doubao-seed-2.0-lite,focus,0,9370023ce86bf5e832b501cb5f677041032ae66f56c40c12fc7f159ddc3f257c
word_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,doubao-seed-2.0-lite,focus,0,9370023ce86bf5e832b501cb5f677041032ae66f56c40c12fc7f159ddc3f257c
hybrid_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,doubao-seed-2.0-lite,focus,0,9370023ce86bf5e832b501cb5f677041032ae66f56c40c12fc7f159ddc3f257c
char_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,glm-5.2,probing,1,ad816005669ef352c9d1b96fbfd757397406dc1bde09953b9864108288b96883
word_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,glm-5.2,probing,1,ad816005669ef352c9d1b96fbfd757397406dc1bde09953b9864108288b96883
