source_family,domain,arm,event,comparison,gain
active_passive_voice,language,canonical,affect_acknowledgement,conditional,0.025402831491094374
active_passive_voice,language,canonical,answer_reveal,conditional,-0.0015485494156418228
active_passive_voice,language,canonical,reasoning_elicitation,conditional,0.002762948839061613
active_passive_voice,language,explicit,affect_acknowledgement,conditional,-0.005126103225160633
active_passive_voice,language,explicit,answer_reveal,conditional,-0.0005320251437527235
active_passive_voice,language,explicit,reasoning_elicitation,conditional,0.0013358948842207494
active_passive_voice,language,implicit,affect_acknowledgement,conditional,-0.014365801992298644
active_passive_voice,language,implicit,answer_reveal,conditional,0.0007031945327055644
active_passive_voice,language,implicit,reasoning_elicitation,conditional,-0.0016738026108823467
active_passive_voice,language,peer_control,affect_acknowledgement,conditional,0.009336027508104472
active_passive_voice,language,peer_control,answer_reveal,conditional,-0.005368666030579394
active_passive_voice,language,peer_control,reasoning_elicitation,conditional,-0.0005849927481493267
all_different_constraint,logic_and_data,canonical,affect_acknowledgement,conditional,0.005643947162016966
all_different_constraint,logic_and_data,canonical,answer_reveal,conditional,0.0005222130198423991
all_different_constraint,logic_and_data,canonical,reasoning_elicitation,conditional,0.0016345316651625863
all_different_constraint,logic_and_data,explicit,affect_acknowledgement,conditional,-0.02336368133012029
all_different_constraint,logic_and_data,explicit,answer_reveal,conditional,-0.0020385671233820873
all_different_constraint,logic_and_data,explicit,reasoning_elicitation,conditional,-0.0016162763718677656
all_different_constraint,logic_and_data,implicit,affect_acknowledgement,conditional,-0.013376538181818665
all_different_constraint,logic_and_data,implicit,answer_reveal,conditional,-0.001150489062517794
all_different_constraint,logic_and_data,implicit,reasoning_elicitation,conditional,-0.0026889607247650646
all_different_constraint,logic_and_data,peer_control,affect_acknowledgement,conditional,0.00044252339879080616
all_different_constraint,logic_and_data,peer_control,answer_reveal,conditional,0.004327756807611653
all_different_constraint,logic_and_data,peer_control,reasoning_elicitation,conditional,0.0018413346842389745
apostrophe_possession,language,canonical,affect_acknowledgement,conditional,-0.0016345007611019702
apostrophe_possession,language,canonical,answer_reveal,conditional,-0.000994431614820518
apostrophe_possession,language,canonical,reasoning_elicitation,conditional,0.0024777649841994376
apostrophe_possession,language,explicit,affect_acknowledgement,conditional,0.005121203807928049
apostrophe_possession,language,explicit,answer_reveal,conditional,0.003116498148661745
apostrophe_possession,language,explicit,reasoning_elicitation,conditional,-0.002783522209950637
apostrophe_possession,language,implicit,affect_acknowledgement,conditional,-0.013705357146270108
apostrophe_possession,language,implicit,answer_reveal,conditional,-0.002437728789625143
apostrophe_possession,language,implicit,reasoning_elicitation,conditional,-0.003508142577315576
apostrophe_possession,language,peer_control,affect_acknowledgement,conditional,0.0001467273819420467
apostrophe_possession,language,peer_control,answer_reveal,conditional,0.003471406969872415
apostrophe_possession,language,peer_control,reasoning_elicitation,conditional,0.003843348450349865
binary_place_value,logic_and_data,canonical,affect_acknowledgement,conditional,0.013066494206568191
binary_place_value,logic_and_data,canonical,answer_reveal,conditional,-0.0015256781226368615
binary_place_value,logic_and_data,canonical,reasoning_elicitation,conditional,-0.001374944664265701
binary_place_value,logic_and_data,explicit,affect_acknowledgement,conditional,-0.01310462538964427
binary_place_value,logic_and_data,explicit,answer_reveal,conditional,-0.00037642568910321167
binary_place_value,logic_and_data,explicit,reasoning_elicitation,conditional,-0.0002037027243947387
binary_place_value,logic_and_data,implicit,affect_acknowledgement,conditional,-0.011901316091601555
binary_place_value,logic_and_data,implicit,answer_reveal,conditional,0.0012307416095874088
binary_place_value,logic_and_data,implicit,reasoning_elicitation,conditional,-0.0016892202810629836
binary_place_value,logic_and_data,peer_control,affect_acknowledgement,conditional,0.02496344614934176
binary_place_value,logic_and_data,peer_control,answer_reveal,conditional,0.0036836181731788598
binary_place_value,logic_and_data,peer_control,reasoning_elicitation,conditional,-0.0009404421791437481
binary_search_interval,logic_and_data,canonical,affect_acknowledgement,conditional,0.00551029064691283
binary_search_interval,logic_and_data,canonical,answer_reveal,conditional,0.0034719896073761997
binary_search_interval,logic_and_data,canonical,reasoning_elicitation,conditional,0.00036863263896819154
binary_search_interval,logic_and_data,explicit,affect_acknowledgement,conditional,0.00870026074353919
binary_search_interval,logic_and_data,explicit,answer_reveal,conditional,0.00454677218782823
binary_search_interval,logic_and_data,explicit,reasoning_elicitation,conditional,0.00011091798385187701
binary_search_interval,logic_and_data,implicit,affect_acknowledgement,conditional,0.010979510723874347
binary_search_interval,logic_and_data,implicit,answer_reveal,conditional,0.0021837123385106127
binary_search_interval,logic_and_data,implicit,reasoning_elicitation,conditional,0.001195036013497408
binary_search_interval,logic_and_data,peer_control,affect_acknowledgement,conditional,0.00018641851197220838
binary_search_interval,logic_and_data,peer_control,answer_reveal,conditional,0.002223955652994457
binary_search_interval,logic_and_data,peer_control,reasoning_elicitation,conditional,-0.0036795741302935864
boyles_law,science,canonical,affect_acknowledgement,conditional,0.016738280955014867
boyles_law,science,canonical,answer_reveal,conditional,-0.001295482577532911
boyles_law,science,canonical,reasoning_elicitation,conditional,-0.003063648823947329
boyles_law,science,explicit,affect_acknowledgement,conditional,-0.0007985721427736514
boyles_law,science,explicit,answer_reveal,conditional,-0.0009365251088005663
boyles_law,science,explicit,reasoning_elicitation,conditional,-0.0025075814950733105
boyles_law,science,implicit,affect_acknowledgement,conditional,-0.009802298251863822
boyles_law,science,implicit,answer_reveal,conditional,-0.0017693406172687998
boyles_law,science,implicit,reasoning_elicitation,conditional,0.00012126470920844484
boyles_law,science,peer_control,affect_acknowledgement,conditional,0.00226605969269561
boyles_law,science,peer_control,answer_reveal,conditional,-0.00011152991472325458
boyles_law,science,peer_control,reasoning_elicitation,conditional,0.001483508792679826
chemical_equation_balance,science,canonical,affect_acknowledgement,conditional,0.01200408982890129
chemical_equation_balance,science,canonical,answer_reveal,conditional,-0.0022358694919777655
chemical_equation_balance,science,canonical,reasoning_elicitation,conditional,0.001031390789988429
chemical_equation_balance,science,explicit,affect_acknowledgement,conditional,0.0027603205321169444
chemical_equation_balance,science,explicit,answer_reveal,conditional,-0.002364663604409803
chemical_equation_balance,science,explicit,reasoning_elicitation,conditional,-0.005893415610476238
chemical_equation_balance,science,implicit,affect_acknowledgement,conditional,-0.009525968113502287
chemical_equation_balance,science,implicit,answer_reveal,conditional,-0.004372002586515225
chemical_equation_balance,science,implicit,reasoning_elicitation,conditional,-0.006540960828115061
chemical_equation_balance,science,peer_control,affect_acknowledgement,conditional,-0.0026201587871593768
chemical_equation_balance,science,peer_control,answer_reveal,conditional,-0.001548446454602434
chemical_equation_balance,science,peer_control,reasoning_elicitation,conditional,0.0031476585426267467
contrast_connective,language,canonical,affect_acknowledgement,conditional,0.01009069931295778
contrast_connective,language,canonical,answer_reveal,conditional,-0.0018871535959701508
contrast_connective,language,canonical,reasoning_elicitation,conditional,-0.0006341475419464893
contrast_connective,language,explicit,affect_acknowledgement,conditional,0.008096086440345832
contrast_connective,language,explicit,answer_reveal,conditional,-0.0038799897624490903
contrast_connective,language,explicit,reasoning_elicitation,conditional,-0.002071947443098479
contrast_connective,language,implicit,affect_acknowledgement,conditional,-0.009674824066202126
contrast_connective,language,implicit,answer_reveal,conditional,-3.568253449437453e-06
contrast_connective,language,implicit,reasoning_elicitation,conditional,0.001784414217699204
contrast_connective,language,peer_control,affect_acknowledgement,conditional,0.007596884657791403
contrast_connective,language,peer_control,answer_reveal,conditional,-0.007603847551560933
contrast_connective,language,peer_control,reasoning_elicitation,conditional,0.0017759224656067607
direct_speech_punctuation,language,canonical,affect_acknowledgement,conditional,0.010383103192771276
direct_speech_punctuation,language,canonical,answer_reveal,conditional,-0.004517960843240604
direct_speech_punctuation,language,canonical,reasoning_elicitation,conditional,-0.001566697651265131
direct_speech_punctuation,language,explicit,affect_acknowledgement,conditional,-0.004730294035526272
direct_speech_punctuation,language,explicit,answer_reveal,conditional,0.002121908379247278
direct_speech_punctuation,language,explicit,reasoning_elicitation,conditional,0.005194214326949512
direct_speech_punctuation,language,implicit,affect_acknowledgement,conditional,-0.016304555194810125
direct_speech_punctuation,language,implicit,answer_reveal,conditional,0.005072743948315431
direct_speech_punctuation,language,implicit,reasoning_elicitation,conditional,0.0016785735294082837
direct_speech_punctuation,language,peer_control,affect_acknowledgement,conditional,-0.008982260783221147
direct_speech_punctuation,language,peer_control,answer_reveal,conditional,-0.0038756791030970933
direct_speech_punctuation,language,peer_control,reasoning_elicitation,conditional,-6.641579873484238e-05
exclusive_or,logic_and_data,canonical,affect_acknowledgement,conditional,0.004223678473855463
exclusive_or,logic_and_data,canonical,answer_reveal,conditional,-0.0027404433774053036
exclusive_or,logic_and_data,canonical,reasoning_elicitation,conditional,-0.0020256862557904154
exclusive_or,logic_and_data,explicit,affect_acknowledgement,conditional,-0.028339083362071124
exclusive_or,logic_and_data,explicit,answer_reveal,conditional,-0.002236287417288943
exclusive_or,logic_and_data,explicit,reasoning_elicitation,conditional,0.001155431978835303
exclusive_or,logic_and_data,implicit,affect_acknowledgement,conditional,0.007183542532146925
exclusive_or,logic_and_data,implicit,answer_reveal,conditional,-0.003529612164091131
exclusive_or,logic_and_data,implicit,reasoning_elicitation,conditional,-0.0009435684934734345
exclusive_or,logic_and_data,peer_control,affect_acknowledgement,conditional,0.007479175079897704
exclusive_or,logic_and_data,peer_control,answer_reveal,conditional,0.0021561600980693693
exclusive_or,logic_and_data,peer_control,reasoning_elicitation,conditional,-0.00011073849079583364
exponent_product,mathematics,canonical,affect_acknowledgement,conditional,0.03354067648307851
exponent_product,mathematics,canonical,answer_reveal,conditional,0.002095117556219321
exponent_product,mathematics,canonical,reasoning_elicitation,conditional,-0.0003267555874711531
exponent_product,mathematics,explicit,affect_acknowledgement,conditional,-0.015528592174603673
exponent_product,mathematics,explicit,answer_reveal,conditional,-0.00033516608990679514
exponent_product,mathematics,explicit,reasoning_elicitation,conditional,0.0033388372856633236
exponent_product,mathematics,implicit,affect_acknowledgement,conditional,-0.017771530245304756
exponent_product,mathematics,implicit,answer_reveal,conditional,-0.0003351660899067882
exponent_product,mathematics,implicit,reasoning_elicitation,conditional,0.0024977270195421925
exponent_product,mathematics,peer_control,affect_acknowledgement,conditional,0.024621280017321112
exponent_product,mathematics,peer_control,answer_reveal,conditional,0.0004491209896164139
exponent_product,mathematics,peer_control,reasoning_elicitation,conditional,0.0001314040874048905
factorial_counting,mathematics,canonical,affect_acknowledgement,conditional,0.0400750862543314
factorial_counting,mathematics,canonical,answer_reveal,conditional,-0.002342253768351281
factorial_counting,mathematics,canonical,reasoning_elicitation,conditional,-0.0008288774225253676
factorial_counting,mathematics,explicit,affect_acknowledgement,conditional,-0.02597637138410283
factorial_counting,mathematics,explicit,answer_reveal,conditional,-0.0010198091265921222
factorial_counting,mathematics,explicit,reasoning_elicitation,conditional,-0.003051952457177945
factorial_counting,mathematics,implicit,affect_acknowledgement,conditional,-0.004535930648819325
factorial_counting,mathematics,implicit,answer_reveal,conditional,-0.0022599852127463405
factorial_counting,mathematics,implicit,reasoning_elicitation,conditional,-0.0009586913151752238
factorial_counting,mathematics,peer_control,affect_acknowledgement,conditional,0.032137471663797296
factorial_counting,mathematics,peer_control,answer_reveal,conditional,0.0014912089919337373
factorial_counting,mathematics,peer_control,reasoning_elicitation,conditional,-0.0031925765709455295
figurative_metaphor,language,canonical,affect_acknowledgement,conditional,0.03315638825150399
figurative_metaphor,language,canonical,answer_reveal,conditional,0.005036777887335003
figurative_metaphor,language,canonical,reasoning_elicitation,conditional,0.0052188512811215115
figurative_metaphor,language,explicit,affect_acknowledgement,conditional,-0.009331669373976781
figurative_metaphor,language,explicit,answer_reveal,conditional,-0.00021067249840442392
figurative_metaphor,language,explicit,reasoning_elicitation,conditional,-0.0027014401014265194
figurative_metaphor,language,implicit,affect_acknowledgement,conditional,0.003948131231318791
figurative_metaphor,language,implicit,answer_reveal,conditional,-0.005372976689931391
figurative_metaphor,language,implicit,reasoning_elicitation,conditional,0.004198439033209489
figurative_metaphor,language,peer_control,affect_acknowledgement,conditional,0.012050294832722075
figurative_metaphor,language,peer_control,answer_reveal,conditional,-0.0011837513158973745
figurative_metaphor,language,peer_control,reasoning_elicitation,conditional,0.00039076785931761726
half_life,science,canonical,affect_acknowledgement,conditional,-0.009268125038576672
half_life,science,canonical,answer_reveal,conditional,-0.003875766111523092
half_life,science,canonical,reasoning_elicitation,conditional,-0.006429670959103628
half_life,science,explicit,affect_acknowledgement,conditional,0.0073281784541105455
half_life,science,explicit,answer_reveal,conditional,0.001055684486195814
half_life,science,explicit,reasoning_elicitation,conditional,-0.001614450284732727
half_life,science,implicit,affect_acknowledgement,conditional,-0.008842087606935667
half_life,science,implicit,answer_reveal,conditional,0.0001252132898531197
half_life,science,implicit,reasoning_elicitation,conditional,0.0033666647687634887
half_life,science,peer_control,affect_acknowledgement,conditional,-0.00991284907315576
half_life,science,peer_control,answer_reveal,conditional,0.0011459941919298375
half_life,science,peer_control,reasoning_elicitation,conditional,0.0016570846745814355
homophone_selection,language,canonical,affect_acknowledgement,conditional,0.004749663790199171
homophone_selection,language,canonical,answer_reveal,conditional,-0.0018479675585154967
homophone_selection,language,canonical,reasoning_elicitation,conditional,-0.004898298718086183
homophone_selection,language,explicit,affect_acknowledgement,conditional,-0.012686851758297979
homophone_selection,language,explicit,answer_reveal,conditional,-0.0003549806310331957
homophone_selection,language,explicit,reasoning_elicitation,conditional,-0.003508142577315576
homophone_selection,language,implicit,affect_acknowledgement,conditional,-0.002591748225054258
homophone_selection,language,implicit,answer_reveal,conditional,-0.001644808241467531
homophone_selection,language,implicit,reasoning_elicitation,conditional,-0.001876167008628457
homophone_selection,language,peer_control,affect_acknowledgement,conditional,-0.0030334731865592768
homophone_selection,language,peer_control,answer_reveal,conditional,0.0015081764713023305
homophone_selection,language,peer_control,reasoning_elicitation,conditional,0.0016532749223009124
kinetic_energy,science,canonical,affect_acknowledgement,conditional,0.014357387579067099
kinetic_energy,science,canonical,answer_reveal,conditional,0.00025696013771651927
kinetic_energy,science,canonical,reasoning_elicitation,conditional,-0.0020674792745717166
kinetic_energy,science,explicit,affect_acknowledgement,conditional,-0.01010584210143653
kinetic_energy,science,explicit,answer_reveal,conditional,0.0014905341029732566
kinetic_energy,science,explicit,reasoning_elicitation,conditional,0.003372832289201766
kinetic_energy,science,implicit,affect_acknowledgement,conditional,-0.022748738255282702
kinetic_energy,science,implicit,answer_reveal,conditional,-0.0017693406172687998
kinetic_energy,science,implicit,reasoning_elicitation,conditional,0.001440193122938832
kinetic_energy,science,peer_control,affect_acknowledgement,conditional,0.00649162731179706
kinetic_energy,science,peer_control,answer_reveal,conditional,-6.249054943352483e-05
kinetic_energy,science,peer_control,reasoning_elicitation,conditional,0.0011316461053053756
least_common_multiple,mathematics,canonical,affect_acknowledgement,conditional,0.022863546338952517
least_common_multiple,mathematics,canonical,answer_reveal,conditional,0.00046171190734040773
least_common_multiple,mathematics,canonical,reasoning_elicitation,conditional,0.00021980083294013963
least_common_multiple,mathematics,explicit,affect_acknowledgement,conditional,0.023465360713668823
least_common_multiple,mathematics,explicit,answer_reveal,conditional,-4.466485963398881e-05
least_common_multiple,mathematics,explicit,reasoning_elicitation,conditional,-0.002420710815936547
least_common_multiple,mathematics,implicit,affect_acknowledgement,conditional,-0.002632617011118471
least_common_multiple,mathematics,implicit,answer_reveal,conditional,0.002095117556219321
least_common_multiple,mathematics,implicit,reasoning_elicitation,conditional,-0.002225842087773766
least_common_multiple,mathematics,peer_control,affect_acknowledgement,conditional,-0.016785449021994248
least_common_multiple,mathematics,peer_control,answer_reveal,conditional,0.0017923962324739307
least_common_multiple,mathematics,peer_control,reasoning_elicitation,conditional,0.004507338791405011
loop_accumulation,logic_and_data,canonical,affect_acknowledgement,conditional,0.028987399041860817
loop_accumulation,logic_and_data,canonical,answer_reveal,conditional,0.0009389864979597456
loop_accumulation,logic_and_data,canonical,reasoning_elicitation,conditional,-0.0015605459055229864
loop_accumulation,logic_and_data,explicit,affect_acknowledgement,conditional,-0.005909661219362511
loop_accumulation,logic_and_data,explicit,answer_reveal,conditional,6.42761922506549e-05
loop_accumulation,logic_and_data,explicit,reasoning_elicitation,conditional,0.0016002903643678387
loop_accumulation,logic_and_data,implicit,affect_acknowledgement,conditional,-0.010482849431134311
loop_accumulation,logic_and_data,implicit,answer_reveal,conditional,-0.0008815394882040611
loop_accumulation,logic_and_data,implicit,reasoning_elicitation,conditional,-0.0007423336601708186
loop_accumulation,logic_and_data,peer_control,affect_acknowledgement,conditional,0.005474486289985925
loop_accumulation,logic_and_data,peer_control,answer_reveal,conditional,-0.0002606232614086462
loop_accumulation,logic_and_data,peer_control,reasoning_elicitation,conditional,-0.0005659215945689952
median,mathematics,canonical,affect_acknowledgement,conditional,0.006219896280160425
median,mathematics,canonical,answer_reveal,conditional,-0.0014524212052317437
median,mathematics,canonical,reasoning_elicitation,conditional,-0.00256665135727234
median,mathematics,explicit,affect_acknowledgement,conditional,-0.003353904540434799
median,mathematics,explicit,answer_reveal,conditional,0.0006038227557072437
median,mathematics,explicit,reasoning_elicitation,conditional,0.002584686770868927
median,mathematics,implicit,affect_acknowledgement,conditional,-0.015041222261566345
median,mathematics,implicit,answer_reveal,conditional,0.001512549223058185
median,mathematics,implicit,reasoning_elicitation,conditional,0.0017947029304110629
median,mathematics,peer_control,affect_acknowledgement,conditional,0.0047959905679074155
median,mathematics,peer_control,answer_reveal,conditional,0.0015628362814565505
median,mathematics,peer_control,reasoning_elicitation,conditional,0.002185609530937882
parallel_structure,language,canonical,affect_acknowledgement,conditional,0.02267316372263306
parallel_structure,language,canonical,answer_reveal,conditional,-0.0004304454852287337
parallel_structure,language,canonical,reasoning_elicitation,conditional,-0.0010638314889148959
parallel_structure,language,explicit,affect_acknowledgement,conditional,-0.012300958064348472
parallel_structure,language,explicit,answer_reveal,conditional,-0.006467533494062233
parallel_structure,language,explicit,reasoning_elicitation,conditional,-0.00398984736537393
parallel_structure,language,implicit,affect_acknowledgement,conditional,-0.007518272771733531
parallel_structure,language,implicit,answer_reveal,conditional,0.001917557288944348
parallel_structure,language,implicit,reasoning_elicitation,conditional,-0.002353838262982258
parallel_structure,language,peer_control,affect_acknowledgement,conditional,0.026764307006139132
parallel_structure,language,peer_control,answer_reveal,conditional,-0.004898422459491611
parallel_structure,language,peer_control,reasoning_elicitation,conditional,-0.002382746297225846
photosynthesis_inputs,science,canonical,affect_acknowledgement,conditional,0.0033584483783517527
photosynthesis_inputs,science,canonical,answer_reveal,conditional,-0.002657016583513007
photosynthesis_inputs,science,canonical,reasoning_elicitation,conditional,-0.0014559087003302579
photosynthesis_inputs,science,explicit,affect_acknowledgement,conditional,-0.007022837790881198
photosynthesis_inputs,science,explicit,answer_reveal,conditional,0.0004933256561251778
photosynthesis_inputs,science,explicit,reasoning_elicitation,conditional,0.0010612845486576428
photosynthesis_inputs,science,implicit,affect_acknowledgement,conditional,-0.003193926624388166
photosynthesis_inputs,science,implicit,answer_reveal,conditional,-0.0024538490664901755
photosynthesis_inputs,science,implicit,reasoning_elicitation,conditional,-0.0010389441276594871
photosynthesis_inputs,science,peer_control,affect_acknowledgement,conditional,0.004387487323975897
photosynthesis_inputs,science,peer_control,answer_reveal,conditional,0.0007457861815324679
photosynthesis_inputs,science,peer_control,reasoning_elicitation,conditional,0.002673430239626115
pigeonhole_principle,logic_and_data,canonical,affect_acknowledgement,conditional,0.009940176370231507
pigeonhole_principle,logic_and_data,canonical,answer_reveal,conditional,-0.00041865267463259137
pigeonhole_principle,logic_and_data,canonical,reasoning_elicitation,conditional,-0.006852414081892855
pigeonhole_principle,logic_and_data,explicit,affect_acknowledgement,conditional,0.0031536175215067797
pigeonhole_principle,logic_and_data,explicit,answer_reveal,conditional,-5.753565927818505e-05
pigeonhole_principle,logic_and_data,explicit,reasoning_elicitation,conditional,-2.3630180125897016e-05
pigeonhole_principle,logic_and_data,implicit,affect_acknowledgement,conditional,0.0090175712906031
pigeonhole_principle,logic_and_data,implicit,answer_reveal,conditional,0.003481592416473056
pigeonhole_principle,logic_and_data,implicit,reasoning_elicitation,conditional,0.0018051341203533522
pigeonhole_principle,logic_and_data,peer_control,affect_acknowledgement,conditional,0.02508905229468894
pigeonhole_principle,logic_and_data,peer_control,answer_reveal,conditional,-0.00968257004938497
pigeonhole_principle,logic_and_data,peer_control,reasoning_elicitation,conditional,-0.0031543918281423944
pressure,science,canonical,affect_acknowledgement,conditional,-0.005915764155020584
pressure,science,canonical,answer_reveal,conditional,-0.00046163947149378826
pressure,science,canonical,reasoning_elicitation,conditional,-0.0039114253934995485
pressure,science,explicit,affect_acknowledgement,conditional,0.002600845931248208
pressure,science,explicit,answer_reveal,conditional,-0.001031932021457245
pressure,science,explicit,reasoning_elicitation,conditional,-0.0034865307432262183
pressure,science,implicit,affect_acknowledgement,conditional,-0.016216302592624576
pressure,science,implicit,answer_reveal,conditional,-0.000917716122199326
pressure,science,implicit,reasoning_elicitation,conditional,-0.0021694911108154774
pressure,science,peer_control,affect_acknowledgement,conditional,0.00939573553597528
pressure,science,peer_control,answer_reveal,conditional,0.0026821271362206765
pressure,science,peer_control,reasoning_elicitation,conditional,0.0034669200840804215
pythagorean_length,mathematics,canonical,affect_acknowledgement,conditional,-0.0017893680876178153
pythagorean_length,mathematics,canonical,answer_reveal,conditional,-0.0007216650342855742
pythagorean_length,mathematics,canonical,reasoning_elicitation,conditional,-0.002491469496695667
pythagorean_length,mathematics,explicit,affect_acknowledgement,conditional,-0.01496152690696656
pythagorean_length,mathematics,explicit,answer_reveal,conditional,0.00017121067706760834
pythagorean_length,mathematics,explicit,reasoning_elicitation,conditional,0.0017956101956643766
pythagorean_length,mathematics,implicit,affect_acknowledgement,conditional,0.007993590565507941
pythagorean_length,mathematics,implicit,answer_reveal,conditional,7.808277506840544e-05
pythagorean_length,mathematics,implicit,reasoning_elicitation,conditional,-0.0020304697786572012
pythagorean_length,mathematics,peer_control,affect_acknowledgement,conditional,0.008421858443571795
pythagorean_length,mathematics,peer_control,answer_reveal,conditional,0.0024761215507252063
pythagorean_length,mathematics,peer_control,reasoning_elicitation,conditional,0.005312870990648935
rectangular_prism_volume,mathematics,canonical,affect_acknowledgement,conditional,0.007957960819356263
rectangular_prism_volume,mathematics,canonical,answer_reveal,conditional,-0.002388366902612127
rectangular_prism_volume,mathematics,canonical,reasoning_elicitation,conditional,-0.0017915727041382667
rectangular_prism_volume,mathematics,explicit,affect_acknowledgement,conditional,-0.007167035193824223
rectangular_prism_volume,mathematics,explicit,answer_reveal,conditional,-0.0015338287556002639
rectangular_prism_volume,mathematics,explicit,reasoning_elicitation,conditional,-0.0012650191814649048
rectangular_prism_volume,mathematics,implicit,affect_acknowledgement,conditional,-0.0002727695383632489
rectangular_prism_volume,mathematics,implicit,answer_reveal,conditional,-0.0020410665278110876
rectangular_prism_volume,mathematics,implicit,reasoning_elicitation,conditional,0.00014139472977854617
rectangular_prism_volume,mathematics,peer_control,affect_acknowledgement,conditional,-0.005489230863099437
rectangular_prism_volume,mathematics,peer_control,answer_reveal,conditional,-6.079560084280844e-05
rectangular_prism_volume,mathematics,peer_control,reasoning_elicitation,conditional,-0.0006388730760754496
relative_clause_attachment,language,canonical,affect_acknowledgement,conditional,0.008036336283297807
relative_clause_attachment,language,canonical,answer_reveal,conditional,0.0019021353924229753
relative_clause_attachment,language,canonical,reasoning_elicitation,conditional,-0.002783522209950637
relative_clause_attachment,language,explicit,affect_acknowledgement,conditional,0.03255045325723739
relative_clause_attachment,language,explicit,answer_reveal,conditional,-0.002833354515914016
relative_clause_attachment,language,explicit,reasoning_elicitation,conditional,-0.0015582562353273488
relative_clause_attachment,language,implicit,affect_acknowledgement,conditional,-0.0028638761746584834
relative_clause_attachment,language,implicit,answer_reveal,conditional,0.005130582351097451
relative_clause_attachment,language,implicit,reasoning_elicitation,conditional,0.0003316833511736936
relative_clause_attachment,language,peer_control,affect_acknowledgement,conditional,0.0322249397726968
relative_clause_attachment,language,peer_control,answer_reveal,conditional,0.0037433579922838828
relative_clause_attachment,language,peer_control,reasoning_elicitation,conditional,-0.0018306912350356253
sampling_frame_bias,logic_and_data,canonical,affect_acknowledgement,conditional,0.008882678810107347
sampling_frame_bias,logic_and_data,canonical,answer_reveal,conditional,-0.0011648146566574508
sampling_frame_bias,logic_and_data,canonical,reasoning_elicitation,conditional,-0.001575069859946182
sampling_frame_bias,logic_and_data,explicit,affect_acknowledgement,conditional,0.01715374507809786
sampling_frame_bias,logic_and_data,explicit,answer_reveal,conditional,0.0034125496380437437
sampling_frame_bias,logic_and_data,explicit,reasoning_elicitation,conditional,0.002417922753719798
sampling_frame_bias,logic_and_data,implicit,affect_acknowledgement,conditional,-0.008753250729603701
sampling_frame_bias,logic_and_data,implicit,answer_reveal,conditional,-0.003209300199523868
sampling_frame_bias,logic_and_data,implicit,reasoning_elicitation,conditional,-0.0022717725914102593
sampling_frame_bias,logic_and_data,peer_control,affect_acknowledgement,conditional,-0.004174046500558581
sampling_frame_bias,logic_and_data,peer_control,answer_reveal,conditional,-0.008596771694613842
sampling_frame_bias,logic_and_data,peer_control,reasoning_elicitation,conditional,0.006009467360202095
signed_integer_addition,mathematics,canonical,affect_acknowledgement,conditional,0.01375492525772029
signed_integer_addition,mathematics,canonical,answer_reveal,conditional,-0.0006418471649144511
signed_integer_addition,mathematics,canonical,reasoning_elicitation,conditional,0.0005048429216938238
signed_integer_addition,mathematics,explicit,affect_acknowledgement,conditional,-0.008412090819768236
signed_integer_addition,mathematics,explicit,answer_reveal,conditional,-0.0004204777937453774
signed_integer_addition,mathematics,explicit,reasoning_elicitation,conditional,0.0011849467245832468
signed_integer_addition,mathematics,implicit,affect_acknowledgement,conditional,-0.02170517564059457
signed_integer_addition,mathematics,implicit,answer_reveal,conditional,-0.002615307967346353
signed_integer_addition,mathematics,implicit,reasoning_elicitation,conditional,-0.003975374427240497
signed_integer_addition,mathematics,peer_control,affect_acknowledgement,conditional,-0.01274782204392505
signed_integer_addition,mathematics,peer_control,answer_reveal,conditional,0.0015628362814565505
signed_integer_addition,mathematics,peer_control,reasoning_elicitation,conditional,0.0024883883836355897
triangle_area,mathematics,canonical,affect_acknowledgement,conditional,0.021649529532354245
triangle_area,mathematics,canonical,answer_reveal,conditional,-0.0005595454938785577
triangle_area,mathematics,canonical,reasoning_elicitation,conditional,0.0013982929810554892
triangle_area,mathematics,explicit,affect_acknowledgement,conditional,-0.010126449068451365
triangle_area,mathematics,explicit,answer_reveal,conditional,0.00017029843337975498
triangle_area,mathematics,explicit,reasoning_elicitation,conditional,0.0012131147245281887
triangle_area,mathematics,implicit,affect_acknowledgement,conditional,-0.017574574777011548
triangle_area,mathematics,implicit,answer_reveal,conditional,0.00462948876195754
triangle_area,mathematics,implicit,reasoning_elicitation,conditional,0.0023646929381562765
triangle_area,mathematics,peer_control,affect_acknowledgement,conditional,0.000407296141154867
triangle_area,mathematics,peer_control,answer_reveal,conditional,0.0028852809232157127
triangle_area,mathematics,peer_control,reasoning_elicitation,conditional,0.004507338791405011
trophic_energy_transfer,science,canonical,affect_acknowledgement,conditional,0.009268658471330071
trophic_energy_transfer,science,canonical,answer_reveal,conditional,0.0028622741088842607
trophic_energy_transfer,science,canonical,reasoning_elicitation,conditional,-0.004133503172237915
trophic_energy_transfer,science,explicit,affect_acknowledgement,conditional,-0.011276152551215404
trophic_energy_transfer,science,explicit,answer_reveal,conditional,0.001440357063851344
trophic_energy_transfer,science,explicit,reasoning_elicitation,conditional,-0.001724486520389007
trophic_energy_transfer,science,implicit,affect_acknowledgement,conditional,0.0009469011723877707
trophic_energy_transfer,science,implicit,answer_reveal,conditional,-0.005818117925092792
trophic_energy_transfer,science,implicit,reasoning_elicitation,conditional,-0.006416239709168006
