regime,arm,method,domain,source_family,conditional_profile,domain_profile,gain
canonical_only,implicit,identity,science,trophic_energy_transfer,0.1907599462903634,0.19170684746275118,0.0009469011723877707
canonical_only,implicit,identity,science,turning_moment,0.06721387725625791,0.09166940215826755,0.02445552490200964
canonical_only,implicit,per_model_logistic,language,active_passive_voice,0.22708301598421632,0.22382164133090227,-0.003261374653314053
canonical_only,implicit,per_model_logistic,language,apostrophe_possession,0.2052284233968849,0.20275206420900088,-0.002476359187884025
canonical_only,implicit,per_model_logistic,language,contrast_connective,0.1573912783373137,0.16340228613435642,0.006011007797042722
canonical_only,implicit,per_model_logistic,language,direct_speech_punctuation,0.14051210321331886,0.13527613648349548,-0.005235966729823377
canonical_only,implicit,per_model_logistic,language,figurative_metaphor,0.1684304515944683,0.17126848361009744,0.002838032015629155
canonical_only,implicit,per_model_logistic,language,homophone_selection,0.08846755677818506,0.08888522878389822,0.00041767200571316
canonical_only,implicit,per_model_logistic,language,parallel_structure,0.1427713161790841,0.14481354765427185,0.0020422314751877557
canonical_only,implicit,per_model_logistic,language,relative_clause_attachment,0.09653593457912628,0.08995710235013592,-0.006578832228990361
canonical_only,implicit,per_model_logistic,logic_and_data,all_different_constraint,0.16846325502192896,0.16153592680586362,-0.006927328216065343
canonical_only,implicit,per_model_logistic,logic_and_data,binary_place_value,0.14764467661612748,0.13942777276184498,-0.008216903854282503
canonical_only,implicit,per_model_logistic,logic_and_data,binary_search_interval,0.1393736684676015,0.1393601073493728,-1.3561118228699875e-05
canonical_only,implicit,per_model_logistic,logic_and_data,exclusive_or,0.1135952507663073,0.1178873372457789,0.004292086479471602
canonical_only,implicit,per_model_logistic,logic_and_data,loop_accumulation,0.17405068486270164,0.1688617178229186,-0.0051889670397830545
canonical_only,implicit,per_model_logistic,logic_and_data,pigeonhole_principle,0.27175378001990425,0.2780807499636674,0.006326969943763139
canonical_only,implicit,per_model_logistic,logic_and_data,sampling_frame_bias,0.14292174066896007,0.1389414685694578,-0.0039802720995022745
canonical_only,implicit,per_model_logistic,logic_and_data,weighted_graph_path,0.131786084165018,0.1324691624457148,0.0006830782806968028
canonical_only,implicit,per_model_logistic,mathematics,exponent_product,0.1994174531620178,0.19725478868275964,-0.0021626644792581695
canonical_only,implicit,per_model_logistic,mathematics,factorial_counting,0.15607388003195843,0.16434509285078172,0.008271212818823287
canonical_only,implicit,per_model_logistic,mathematics,least_common_multiple,0.16676226527364865,0.1736533448160692,0.006891079542420547
canonical_only,implicit,per_model_logistic,mathematics,median,0.1302269449059899,0.11708363493330229,-0.013143309972687617
canonical_only,implicit,per_model_logistic,mathematics,pythagorean_length,0.1394300912924967,0.13130104037637963,-0.00812905091611707
canonical_only,implicit,per_model_logistic,mathematics,rectangular_prism_volume,0.1885061017620168,0.18985949774025995,0.0013533959782431604
canonical_only,implicit,per_model_logistic,mathematics,signed_integer_addition,0.18803526555490446,0.17860928264552983,-0.00942598290937463
canonical_only,implicit,per_model_logistic,mathematics,triangle_area,0.14829699952204423,0.13908468282198724,-0.009212316700056983
canonical_only,implicit,per_model_logistic,science,boyles_law,0.1481984322697324,0.1378420142236128,-0.010356418046119586
canonical_only,implicit,per_model_logistic,science,chemical_equation_balance,0.17425639870697857,0.16145878262550095,-0.012797616081477614
canonical_only,implicit,per_model_logistic,science,half_life,0.20061013560336577,0.1961854070675162,-0.004424728535849576
canonical_only,implicit,per_model_logistic,science,kinetic_energy,0.18812951088670848,0.1705697443419388,-0.017559766544769678
canonical_only,implicit,per_model_logistic,science,photosynthesis_inputs,0.17652786407496485,0.16404986334251298,-0.012478000732451866
canonical_only,implicit,per_model_logistic,science,pressure,0.15956645930379942,0.13897117903017037,-0.020595280273629057
canonical_only,implicit,per_model_logistic,science,trophic_energy_transfer,0.19260424810097057,0.17437822259326016,-0.01822602550771041
canonical_only,implicit,per_model_logistic,science,turning_moment,0.0874020212144396,0.10502775211155557,0.01762573089711597
target_arm,explicit,global_logistic,language,active_passive_voice,0.1234631424228034,0.11141529306300309,-0.012047849359800314
target_arm,explicit,global_logistic,language,apostrophe_possession,0.1042492978798307,0.10793999014127853,0.003690692261447831
target_arm,explicit,global_logistic,language,contrast_connective,0.07161098009527855,0.07135417385761693,-0.0002568062376616248
target_arm,explicit,global_logistic,language,direct_speech_punctuation,0.09597683018550021,0.08783382066630196,-0.008143009519198247
target_arm,explicit,global_logistic,language,figurative_metaphor,0.14129041546718868,0.1267520854712713,-0.014538329995917393
target_arm,explicit,global_logistic,language,homophone_selection,0.1022366541139466,0.0837991813255341,-0.0184374727884125
target_arm,explicit,global_logistic,language,parallel_structure,0.14033598105265563,0.12015781734992084,-0.020178163702734786
target_arm,explicit,global_logistic,language,relative_clause_attachment,0.10777683221263097,0.1356285886904544,0.02785175647782344
target_arm,explicit,global_logistic,logic_and_data,all_different_constraint,0.18579370083332136,0.15914017125264074,-0.026653529580680624
target_arm,explicit,global_logistic,logic_and_data,binary_place_value,0.20176217989500564,0.19291769462396474,-0.008844485271040897
target_arm,explicit,global_logistic,logic_and_data,binary_search_interval,0.1408435840807566,0.1521579686083406,0.011314384527584015
target_arm,explicit,global_logistic,logic_and_data,exclusive_or,0.1266682478350701,0.09452760226180693,-0.03214064557326318
target_arm,explicit,global_logistic,logic_and_data,loop_accumulation,0.15973640704598496,0.1489796501647097,-0.010756756881275253
target_arm,explicit,global_logistic,logic_and_data,pigeonhole_principle,0.13966979518342792,0.14127839349561286,0.0016085983121849334
target_arm,explicit,global_logistic,logic_and_data,sampling_frame_bias,0.12788275507354724,0.14140707436484892,0.013524319291301684
target_arm,explicit,global_logistic,logic_and_data,weighted_graph_path,0.1328762571451508,0.12817561970718633,-0.004700637437964478
target_arm,explicit,global_logistic,mathematics,exponent_product,0.14569537077217298,0.12739573811218763,-0.018299632659985354
target_arm,explicit,global_logistic,mathematics,factorial_counting,0.12764455467470323,0.09779392738174753,-0.029850627292955706
target_arm,explicit,global_logistic,mathematics,least_common_multiple,0.11841571776941892,0.14338921777091565,0.02497350000149673
target_arm,explicit,global_logistic,mathematics,median,0.13893448059698604,0.13548153920095818,-0.0034529413960278643
target_arm,explicit,global_logistic,mathematics,pythagorean_length,0.2270459065313283,0.21634208341765043,-0.010703823113677874
target_arm,explicit,global_logistic,mathematics,rectangular_prism_volume,0.11033265194078352,0.0976466013422937,-0.012686050598489818
target_arm,explicit,global_logistic,mathematics,signed_integer_addition,0.20796483546410727,0.19636656036614458,-0.011598275097962685
target_arm,explicit,global_logistic,mathematics,triangle_area,0.2005680399209328,0.19397858765131337,-0.0065894522696194335
target_arm,explicit,global_logistic,science,boyles_law,0.10895805793413187,0.108761369101855,-0.00019668883227687284
target_arm,explicit,global_logistic,science,chemical_equation_balance,0.13588234824241424,0.14140566019208184,0.0055233119496675975
target_arm,explicit,global_logistic,science,half_life,0.11021405003275528,0.11770782740957471,0.00749377737681943
target_arm,explicit,global_logistic,science,kinetic_energy,0.18114894151465,0.1703726448611434,-0.0107762966535066
target_arm,explicit,global_logistic,science,photosynthesis_inputs,0.2156235002204737,0.21813657246542348,0.0025130722449497878
target_arm,explicit,global_logistic,science,pressure,0.10826140054026727,0.11097523850824569,0.0027138379679784164
target_arm,explicit,global_logistic,science,trophic_energy_transfer,0.13002936992819086,0.11825538640909432,-0.011773983519096545
target_arm,explicit,global_logistic,science,turning_moment,0.1230892590673069,0.12684538405247817,0.0037561249851712636
target_arm,explicit,identity,language,active_passive_voice,0.13598360060156914,0.1308574973764085,-0.005126103225160633
target_arm,explicit,identity,language,apostrophe_possession,0.12724305090586413,0.13236425471379218,0.005121203807928049
target_arm,explicit,identity,language,contrast_connective,0.07192713813276944,0.08002322457311527,0.008096086440345832
target_arm,explicit,identity,language,direct_speech_punctuation,0.1009094643200232,0.09617917028449693,-0.004730294035526272
target_arm,explicit,identity,language,figurative_metaphor,0.13247017032709116,0.12313850095311438,-0.009331669373976781
target_arm,explicit,identity,language,homophone_selection,0.08767880620892507,0.07499195445062709,-0.012686851758297979
target_arm,explicit,identity,language,parallel_structure,0.16861162251652886,0.1563106644521804,-0.012300958064348472
target_arm,explicit,identity,language,relative_clause_attachment,0.11531739760395228,0.14786785086118967,0.03255045325723739
target_arm,explicit,identity,logic_and_data,all_different_constraint,0.16886872101750766,0.14550503968738737,-0.02336368133012029
target_arm,explicit,identity,logic_and_data,binary_place_value,0.21355626461736926,0.200451639227725,-0.01310462538964427
target_arm,explicit,identity,logic_and_data,binary_search_interval,0.15375865219730195,0.16245891294084114,0.00870026074353919
target_arm,explicit,identity,logic_and_data,exclusive_or,0.13178720033394667,0.10344811697187555,-0.028339083362071124
target_arm,explicit,identity,logic_and_data,loop_accumulation,0.16118915097469194,0.15527948975532943,-0.005909661219362511
target_arm,explicit,identity,logic_and_data,pigeonhole_principle,0.1657123785128032,0.16886599603431,0.0031536175215067797
target_arm,explicit,identity,logic_and_data,sampling_frame_bias,0.13418444158178142,0.15133818665987928,0.01715374507809786
target_arm,explicit,identity,logic_and_data,weighted_graph_path,0.1416350201191591,0.14107753113116908,-0.000557488987990018
target_arm,explicit,identity,mathematics,exponent_product,0.14718315033667803,0.13165455816207436,-0.015528592174603673
target_arm,explicit,identity,mathematics,factorial_counting,0.14129248441272219,0.11531611302861935,-0.02597637138410283
target_arm,explicit,identity,mathematics,least_common_multiple,0.09967653711990136,0.12314189783357019,0.023465360713668823
target_arm,explicit,identity,mathematics,median,0.13329206658329082,0.12993816204285602,-0.003353904540434799
target_arm,explicit,identity,mathematics,pythagorean_length,0.19974746260640855,0.184785935699442,-0.01496152690696656
target_arm,explicit,identity,mathematics,rectangular_prism_volume,0.1138221634751642,0.10665512828133998,-0.007167035193824223
target_arm,explicit,identity,mathematics,signed_integer_addition,0.1851011258051251,0.17668903498535687,-0.008412090819768236
target_arm,explicit,identity,mathematics,triangle_area,0.1967658894587359,0.18663944039028454,-0.010126449068451365
target_arm,explicit,identity,science,boyles_law,0.12401245742510489,0.12321388528233124,-0.0007985721427736514
target_arm,explicit,identity,science,chemical_equation_balance,0.13498222242336683,0.13774254295548377,0.0027603205321169444
target_arm,explicit,identity,science,half_life,0.12349878006820703,0.13082695852231757,0.0073281784541105455
target_arm,explicit,identity,science,kinetic_energy,0.18868536658202276,0.17857952448058623,-0.01010584210143653
target_arm,explicit,identity,science,photosynthesis_inputs,0.24063011451971997,0.23360727672883877,-0.007022837790881198
target_arm,explicit,identity,science,pressure,0.10785538480576846,0.11045623073701667,0.002600845931248208
target_arm,explicit,identity,science,trophic_energy_transfer,0.13363418062916926,0.12235802807795386,-0.011276152551215404
target_arm,explicit,identity,science,turning_moment,0.14301847120967282,0.1451289047464666,0.0021104335367937987
target_arm,explicit,per_model_logistic,language,active_passive_voice,0.1240396565747351,0.12481729812395748,0.0007776415492223715
target_arm,explicit,per_model_logistic,language,apostrophe_possession,0.1250095410259917,0.12122772371390218,-0.0037818173120895276
target_arm,explicit,per_model_logistic,language,contrast_connective,0.07995303871040173,0.08151989749781233,0.0015668587874105994
target_arm,explicit,per_model_logistic,language,direct_speech_punctuation,0.11097677290159584,0.10391839647459497,-0.00705837642700087
target_arm,explicit,per_model_logistic,language,figurative_metaphor,0.13043288836626876,0.1192090849403294,-0.011223803425939358
target_arm,explicit,per_model_logistic,language,homophone_selection,0.11186846669436164,0.09249872148458624,-0.0193697452097754
target_arm,explicit,per_model_logistic,language,parallel_structure,0.13671071572194593,0.13644715600545054,-0.00026355971649538734
target_arm,explicit,per_model_logistic,language,relative_clause_attachment,0.10773671909690577,0.1295840451861258,0.02184732608922002
target_arm,explicit,per_model_logistic,logic_and_data,all_different_constraint,0.1697941473127123,0.15345951123072726,-0.016334636081985043
target_arm,explicit,per_model_logistic,logic_and_data,binary_place_value,0.18249957746157766,0.18696766496880293,0.004468087507225271
target_arm,explicit,per_model_logistic,logic_and_data,binary_search_interval,0.11546043788128353,0.1290425851623578,0.013582147281074278
target_arm,explicit,per_model_logistic,logic_and_data,exclusive_or,0.11104217995888768,0.08230049024791573,-0.02874168971097195
target_arm,explicit,per_model_logistic,logic_and_data,loop_accumulation,0.1538002521418046,0.14743824488660098,-0.006362007255203611
target_arm,explicit,per_model_logistic,logic_and_data,pigeonhole_principle,0.13463524209021654,0.13680550288910254,0.0021702607988859923
target_arm,explicit,per_model_logistic,logic_and_data,sampling_frame_bias,0.11404463299081566,0.1296726714866387,0.015628038495823032
target_arm,explicit,per_model_logistic,logic_and_data,weighted_graph_path,0.13041594907720516,0.12908305900727252,-0.0013328900699326462
target_arm,explicit,per_model_logistic,mathematics,exponent_product,0.1278992012216456,0.11507038478944023,-0.012828816432205375
target_arm,explicit,per_model_logistic,mathematics,factorial_counting,0.11586674305811448,0.09209883799698416,-0.023767905061130315
target_arm,explicit,per_model_logistic,mathematics,least_common_multiple,0.13817699129169034,0.1592425707053764,0.02106557941368606
target_arm,explicit,per_model_logistic,mathematics,median,0.09623726083392757,0.09839808141063247,0.0021608205767049
target_arm,explicit,per_model_logistic,mathematics,pythagorean_length,0.21547994097191198,0.20363689377766594,-0.011843047194246031
target_arm,explicit,per_model_logistic,mathematics,rectangular_prism_volume,0.08848739237288085,0.08016177199905229,-0.008325620373828557
target_arm,explicit,per_model_logistic,mathematics,signed_integer_addition,0.1863209635022439,0.19168454991643982,0.005363586414195931
target_arm,explicit,per_model_logistic,mathematics,triangle_area,0.17980688103638126,0.16921557972999987,-0.01059130130638139
target_arm,explicit,per_model_logistic,science,boyles_law,0.1082682029438582,0.10356690015227459,-0.004701302791583609
target_arm,explicit,per_model_logistic,science,chemical_equation_balance,0.11585772985082735,0.12007439788938949,0.004216668038562146
target_arm,explicit,per_model_logistic,science,half_life,0.10266708371083925,0.10778259398868233,0.005115510277843072
target_arm,explicit,per_model_logistic,science,kinetic_energy,0.17375313207200246,0.15473672746062164,-0.01901640461138082
target_arm,explicit,per_model_logistic,science,photosynthesis_inputs,0.21772007571960933,0.2140598666986569,-0.003660209020952432
target_arm,explicit,per_model_logistic,science,pressure,0.09236962801693097,0.09318045821244408,0.0008108301955131181
target_arm,explicit,per_model_logistic,science,trophic_energy_transfer,0.11504188694212263,0.09600026407956437,-0.019041622862558255
target_arm,explicit,per_model_logistic,science,turning_moment,0.13265293175646503,0.12903563980649985,-0.0036172919499651845
target_arm,implicit,global_logistic,language,active_passive_voice,0.21233558912967557,0.19399867238385754,-0.018336916745818027
target_arm,implicit,global_logistic,language,apostrophe_possession,0.21365847697804058,0.1892013072702236,-0.024457169707816973
target_arm,implicit,global_logistic,language,contrast_connective,0.13348622766497248,0.10428156455954599,-0.029204663105426493
target_arm,implicit,global_logistic,language,direct_speech_punctuation,0.12321990502429206,0.10410192228580013,-0.019117982738491926
target_arm,implicit,global_logistic,language,figurative_metaphor,0.13167459894053737,0.13191289628480346,0.00023829734426608629
target_arm,implicit,global_logistic,language,homophone_selection,0.07999457206408615,0.06476361711825054,-0.01523095494583561
target_arm,implicit,global_logistic,language,parallel_structure,0.12759961552086285,0.10941197751828066,-0.01818763800258219
target_arm,implicit,global_logistic,language,relative_clause_attachment,0.0837181872561877,0.07591109232893913,-0.00780709492724857
target_arm,implicit,global_logistic,logic_and_data,all_different_constraint,0.14671032660915767,0.13245658990090545,-0.014253736708252224
target_arm,implicit,global_logistic,logic_and_data,binary_place_value,0.14605320814355843,0.13929879611041096,-0.006754412033147472
target_arm,implicit,global_logistic,logic_and_data,binary_search_interval,0.08759356082110385,0.09949228865350959,0.01189872783240574
target_arm,implicit,global_logistic,logic_and_data,exclusive_or,0.07489222193019736,0.07525956707971702,0.00036734514951966557
target_arm,implicit,global_logistic,logic_and_data,loop_accumulation,0.13132927984968346,0.10841716651489013,-0.02291211333479333
target_arm,implicit,global_logistic,logic_and_data,pigeonhole_principle,0.21347216767758564,0.2323468963623166,0.018874728684730946
target_arm,implicit,global_logistic,logic_and_data,sampling_frame_bias,0.1137974223034656,0.09943032461649132,-0.014367097686974278
target_arm,implicit,global_logistic,logic_and_data,weighted_graph_path,0.12651895343285777,0.10949606115896784,-0.017022892273889922
target_arm,implicit,global_logistic,mathematics,exponent_product,0.21363460767892023,0.19767345892522473,-0.015961148753695503
target_arm,implicit,global_logistic,mathematics,factorial_counting,0.1780611305076027,0.15871247533924387,-0.01934865516835882
target_arm,implicit,global_logistic,mathematics,least_common_multiple,0.210959422190003,0.2080962887326096,-0.002863133457393391
target_arm,implicit,global_logistic,mathematics,median,0.11383515038540452,0.0888435205547525,-0.02499162983065202
target_arm,implicit,global_logistic,mathematics,pythagorean_length,0.08609776793155996,0.09610066262864878,0.010002894697088816
target_arm,implicit,global_logistic,mathematics,rectangular_prism_volume,0.2493159881484368,0.2557587749561301,0.006442786807693279
target_arm,implicit,global_logistic,mathematics,signed_integer_addition,0.14836763582780516,0.11955295265602724,-0.02881468317177792
target_arm,implicit,global_logistic,mathematics,triangle_area,0.12749707462300983,0.09930880947235922,-0.028188265150650607
target_arm,implicit,global_logistic,science,boyles_law,0.11201208033147969,0.09518624031121062,-0.016825840020269073
target_arm,implicit,global_logistic,science,chemical_equation_balance,0.12992490861670727,0.12161933948078305,-0.008305569135924229
target_arm,implicit,global_logistic,science,half_life,0.1448149035658091,0.13474278844109505,-0.010072115124714037
target_arm,implicit,global_logistic,science,kinetic_energy,0.1468380359029297,0.11494801317155696,-0.031890022731372744
target_arm,implicit,global_logistic,science,photosynthesis_inputs,0.13645807344318103,0.1375549887968265,0.0010969153536454779
target_arm,implicit,global_logistic,science,pressure,0.13868325350018854,0.11677946552898844,-0.0219037879712001
target_arm,implicit,global_logistic,science,trophic_energy_transfer,0.1321082879857568,0.14350486215615205,0.011396574170395246
target_arm,implicit,global_logistic,science,turning_moment,0.10648992574042904,0.12840296122953596,0.02191303548910692
target_arm,implicit,identity,language,active_passive_voice,0.22588670238306235,0.2115209003907637,-0.014365801992298644
target_arm,implicit,identity,language,apostrophe_possession,0.19470782786635757,0.18100247072008746,-0.013705357146270108
target_arm,implicit,identity,language,contrast_connective,0.1498259436383121,0.14015111957210996,-0.009674824066202126
target_arm,implicit,identity,language,direct_speech_punctuation,0.13329629392207318,0.11699173872726305,-0.016304555194810125
target_arm,implicit,identity,language,figurative_metaphor,0.1530422540834095,0.15699038531472828,0.003948131231318791
target_arm,implicit,identity,language,homophone_selection,0.06928039602658927,0.06668864780153501,-0.002591748225054258
target_arm,implicit,identity,language,parallel_structure,0.1372590904074679,0.12974081763573436,-0.007518272771733531
target_arm,implicit,identity,language,relative_clause_attachment,0.09722702355413586,0.09436314737947737,-0.0028638761746584834
target_arm,implicit,identity,logic_and_data,all_different_constraint,0.18876835062562342,0.17539181244380475,-0.013376538181818665
target_arm,implicit,identity,logic_and_data,binary_place_value,0.14807375064986894,0.13617243455826739,-0.011901316091601555
target_arm,implicit,identity,logic_and_data,binary_search_interval,0.12925041977967341,0.14022993050354776,0.010979510723874347
target_arm,implicit,identity,logic_and_data,exclusive_or,0.11156453817648646,0.11874808070863338,0.007183542532146925
target_arm,implicit,identity,logic_and_data,loop_accumulation,0.15567182265493743,0.1451889732238031,-0.010482849431134311
target_arm,implicit,identity,logic_and_data,pigeonhole_principle,0.27150152532940414,0.28051909662000724,0.0090175712906031
target_arm,implicit,identity,logic_and_data,sampling_frame_bias,0.16216575055568955,0.15341249982608585,-0.008753250729603701
target_arm,implicit,identity,logic_and_data,weighted_graph_path,0.1493976286533658,0.145399779961272,-0.003997848692093797
target_arm,implicit,identity,mathematics,exponent_product,0.19206505948633518,0.17429352924103042,-0.017771530245304756
target_arm,implicit,identity,mathematics,factorial_counting,0.14336602141291477,0.13883009076409544,-0.004535930648819325
target_arm,implicit,identity,mathematics,least_common_multiple,0.1648828007709252,0.16225018375980674,-0.002632617011118471
target_arm,implicit,identity,mathematics,median,0.11203425626536637,0.09699303400380002,-0.015041222261566345
target_arm,implicit,identity,mathematics,pythagorean_length,0.14319331584649814,0.15118690641200608,0.007993590565507941
target_arm,implicit,identity,mathematics,rectangular_prism_volume,0.19942643024258316,0.19915366070421991,-0.0002727695383632489
target_arm,implicit,identity,mathematics,signed_integer_addition,0.19147202994090276,0.1697668543003082,-0.02170517564059457
target_arm,implicit,identity,mathematics,triangle_area,0.13311566731430272,0.11554109253729117,-0.017574574777011548
target_arm,implicit,identity,science,boyles_law,0.12951816767309307,0.11971586942122925,-0.009802298251863822
target_arm,implicit,identity,science,chemical_equation_balance,0.17281504949927823,0.16328908138577594,-0.009525968113502287
target_arm,implicit,identity,science,half_life,0.18156083262475914,0.17271874501782347,-0.008842087606935667
target_arm,implicit,identity,science,kinetic_energy,0.16633864928789083,0.14358991103260813,-0.022748738255282702
target_arm,implicit,identity,science,photosynthesis_inputs,0.1589016046210806,0.15570767799669244,-0.003193926624388166
target_arm,implicit,identity,science,pressure,0.1495841577080415,0.13336785511541693,-0.016216302592624576
target_arm,implicit,identity,science,trophic_energy_transfer,0.1907599462903634,0.19170684746275118,0.0009469011723877707
target_arm,implicit,identity,science,turning_moment,0.06721387725625791,0.09166940215826755,0.02445552490200964
target_arm,implicit,per_model_logistic,language,active_passive_voice,0.2078793275360753,0.19667911355416784,-0.011200213981907459
target_arm,implicit,per_model_logistic,language,apostrophe_possession,0.180188033406773,0.17274860790679875,-0.007439425499974256
target_arm,implicit,per_model_logistic,language,contrast_connective,0.1139455891107642,0.10190251436449367,-0.012043074746270532
target_arm,implicit,per_model_logistic,language,direct_speech_punctuation,0.11305565250907916,0.10053050351852418,-0.012525148990554985
target_arm,implicit,per_model_logistic,language,figurative_metaphor,0.12817314455211043,0.12555868862036704,-0.0026144559317433924
target_arm,implicit,per_model_logistic,language,homophone_selection,0.07446719177241512,0.06578366170073065,-0.008683530071684473
target_arm,implicit,per_model_logistic,language,parallel_structure,0.1036893682665934,0.09928253135231638,-0.004406836914277026
target_arm,implicit,per_model_logistic,language,relative_clause_attachment,0.08034562707507462,0.07221155553337628,-0.008134071541698332
target_arm,implicit,per_model_logistic,logic_and_data,all_different_constraint,0.1540236176037006,0.1376739870210016,-0.016349630582699004
target_arm,implicit,per_model_logistic,logic_and_data,binary_place_value,0.14519551812247583,0.1366730989621792,-0.00852241916029664
target_arm,implicit,per_model_logistic,logic_and_data,binary_search_interval,0.09139003497137739,0.09298080450325626,0.0015907695318788662
target_arm,implicit,per_model_logistic,logic_and_data,exclusive_or,0.06885267780315871,0.07094647076877549,0.002093792965616778
target_arm,implicit,per_model_logistic,logic_and_data,loop_accumulation,0.1044548678952735,0.09390356372292782,-0.010551304172345677
target_arm,implicit,per_model_logistic,logic_and_data,pigeonhole_principle,0.19941582195503735,0.21495779754708813,0.015541975592050783
target_arm,implicit,per_model_logistic,logic_and_data,sampling_frame_bias,0.10233215211795803,0.09452495606227633,-0.007807196055681698
target_arm,implicit,per_model_logistic,logic_and_data,weighted_graph_path,0.12239278459185725,0.11410096804103213,-0.008291816550825115
target_arm,implicit,per_model_logistic,mathematics,exponent_product,0.19917355093725206,0.1916389486536456,-0.007534602283606445
target_arm,implicit,per_model_logistic,mathematics,factorial_counting,0.15614481031187213,0.15067866371849228,-0.00546614659337985
target_arm,implicit,per_model_logistic,mathematics,least_common_multiple,0.19653640989061322,0.19660669367839542,7.02837877822049e-05
target_arm,implicit,per_model_logistic,mathematics,median,0.10268417064678795,0.08109106839444884,-0.02159310225233911
target_arm,implicit,per_model_logistic,mathematics,pythagorean_length,0.07657330506731808,0.07617177842113691,-0.0004015266461811634
target_arm,implicit,per_model_logistic,mathematics,rectangular_prism_volume,0.2487749289858736,0.25739026023697287,0.008615331251099256
target_arm,implicit,per_model_logistic,mathematics,signed_integer_addition,0.1313642951895631,0.11630370362113471,-0.0150605915684284
target_arm,implicit,per_model_logistic,mathematics,triangle_area,0.10280133362623697,0.08453878981142213,-0.018262543814814847
target_arm,implicit,per_model_logistic,science,boyles_law,0.10882720408072451,0.08485383350281792,-0.02397337057790659
target_arm,implicit,per_model_logistic,science,chemical_equation_balance,0.12965199449524484,0.11096047103559717,-0.01869152345964767
target_arm,implicit,per_model_logistic,science,half_life,0.1493619363792128,0.14186338047073158,-0.007498555908481225
target_arm,implicit,per_model_logistic,science,kinetic_energy,0.14544576843357707,0.11367993318654313,-0.03176583524703394
target_arm,implicit,per_model_logistic,science,photosynthesis_inputs,0.13169198163298967,0.1211124802044237,-0.01057950142856598
target_arm,implicit,per_model_logistic,science,pressure,0.13565916054109078,0.11373519899641311,-0.02192396154467767
target_arm,implicit,per_model_logistic,science,trophic_energy_transfer,0.15035374645231198,0.14209360855808065,-0.008260137894231329
target_arm,implicit,per_model_logistic,science,turning_moment,0.11053945243390687,0.12881563046666286,0.018276178032755996
