heldout_task,train_contexts,test_contexts,purged_overlapping_train_contexts,train_test_source_overlap,null_mse,global_model_mse,relative_improvement_over_null,dimension,score_panel,source_policy
mathdial_standard,147,79,13,0,0.08943916779737675,0.10149047949356489,-0.13474311079783563,personalization,without_deepseek-v4-pro,conservative_cohort
socratic,155,80,4,0,0.02578125,0.07458806509862811,-1.8931128280679999,personalization,without_deepseek-v4-pro,conservative_cohort
longtutor,199,40,0,0,0.7711805555555556,0.6837279706357983,0.11340092056231488,affective_warmth,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,0.9379208754208754,0.7193483370161347,0.2330394216960575,affective_warmth,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,0.9387908940147744,0.6951491416613315,0.2595271789562209,affective_warmth,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.0,0.26566167046965156,,affective_warmth,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,0.8079861111111111,0.7179931474995469,0.11137934473627198,autonomy_support,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,1.00368265993266,0.8481736545394718,0.1549384198822582,autonomy_support,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,0.8894212648876829,0.673421395679736,0.24285440177239703,autonomy_support,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.04131944444444444,0.21864102187638243,-4.291480193310768,autonomy_support,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,0.5277777777777778,0.4314356409197243,0.18254299615210134,cognitive_load,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,0.4128612514029181,0.3886143233883561,0.05872899898493744,cognitive_load,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,0.42306931252826774,0.36723250615561315,0.13198028010817686,cognitive_load,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.3516493055555555,0.3164389495294696,0.100129178331402,cognitive_load,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,1.182986111111111,1.1563304340426748,0.022532535942793253,diagnostic_specificity,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,1.0721976711560046,1.0520997912740808,0.018744565878654584,diagnostic_specificity,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,0.6325380672395597,0.6284223562664318,0.006506661316194262,diagnostic_specificity,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.0053819444444444435,0.08039628524274314,-13.938148483812922,diagnostic_specificity,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,1.2550347222222222,1.0697443556600243,0.14763764163760684,elicitation,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,1.6053766835016836,1.311735108574903,0.18291132414249534,elicitation,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,1.4766414141414144,1.104706548711639,0.25187893409181883,elicitation,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.01640625,0.3829398717074524,-22.341096942168527,elicitation,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,0.30225694444444445,0.3002364115457888,0.006684818780158919,epistemic_caution,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,0.11726641414141414,0.12028178171971934,-0.025713820963851663,epistemic_caution,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,0.16204488919041157,0.1593546988934276,0.01660151276861843,epistemic_caution,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.0029513888888888884,0.009459706152261316,-2.2051710257073642,epistemic_caution,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,0.6661458333333334,0.527560120761979,0.20804110096716222,help_directness,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,1.071776795735129,0.8894481200884046,0.17011814061683017,help_directness,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,1.0259733529323083,0.7734095927863888,0.24616990238983638,help_directness,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.06032986111111112,0.2757526087321426,-3.570748277114075,help_directness,without_glm-5.2,conservative_cohort
longtutor,199,40,0,0,1.6104166666666668,1.5472710374207925,0.039210740023311375,personalization,without_glm-5.2,conservative_cohort
mathdial_hard,180,40,19,0,0.25377034231200896,0.28066220137752523,-0.10596927450431903,personalization,without_glm-5.2,conservative_cohort
mathdial_standard,147,79,13,0,0.15062942861450318,0.1428465013577047,0.051669367190636084,personalization,without_glm-5.2,conservative_cohort
socratic,155,80,4,0,0.02439236111111111,0.09995809887453401,-3.097926331084099,personalization,without_glm-5.2,conservative_cohort
